City,Latitude,Longitude
Шанлыурфа,37.0930,38.4730
Эрзинджан,39.2657,38.3122
Никсар,40.3530,36.5706
Трабзон,41.0018,39.4336
Болонья,44.2937,11.2019
Тоскана,43.4645,11.1446
Милан,45.2751,9.1122
Кальяри,39.1349,9.0709
Неаполь,40.5122,14.1447
Венеция,45.2613,12.1957
