City,Latitude,Longitude
Mecheria,33.549999,-0.283333.
Hamma,36.784786,3.066483
Kerrada,36.063090,0.389685
Jijel,36.7999968,5.7666636
Orano,35.602073,-0.584303
Taksebt,36.766667,4.633333
Chacayes,-34.251764,-70.669524
INGA,-5.499998,13.6249975
COPENAGHEN,55.67610,12.56834
ILOPANGO,13.68682,-89.11818
Boke,11.18647,-14.10013
